,titulo,anio,puntuacion_rotten
0,Istota,2000,
1,For the Cause,2000,-
2,Florentino y el diablo,2000,
3,Karobaar: The Business of Love,2000,
4,Gang,2000,-
5,Consequence,2000,12
6,Fa yeung nin wah,2000,
7,Beyond the Pale,2000,-
8,Chinese Coffee,2000,74
9,Passionnément,2000,-
10,Love 101,2000,33
11,Pushing the Envelope,2000,-
12,Way Past Cool,2000,
13,State and Main,2000,85
14,Vulgar,2000,23
15,Bruno,2000,20
16,Lured Innocence,2000,0
17,Shikari,2000,-
18,Capitães de Abril,2000,
19,Sånger från andra våningen,2000,
20,The Million Dollar Hotel,2000,24
21,Chicken Run,2000,97
22,The Highwayman,2000,
23,Foiled,2000,
24,Return to Me,2000,62
25,Waking the Dead,2000,50
26,Flamingo Dreams,2000,
27,Dinosaur,2000,65
28,Duets,2000,21
29,Fallen Arches,2000,-
30,Wind River,2000,57
31,Cement,2000,47
32,Waterproof,2000,60
33,Mothman,2000,22
34,The Yards,2000,64
35,The Hiding Place,2000,91
36,No Quarto da Vanda,2000,
37,Isn't She Great,2000,
38,Knockout,2000,-
39,Committed,2000,43
40,American Psycho,2000,68
41,Thirteen Days,2000,83
42,High Fidelity,2000,91
43,The Legend of Bagger Vance,2000,43
44,Looking for an Echo,2000,67
45,All the Pretty Horses,2000,32
46,Where the Money Is,2000,48
47,Josh,2000,51
48,The Thief & the Stripper,2000,
49,Time of Her Time,2000,
50,Up at the Villa,2000,45
51,A Good Baby,2000,65
52,Ricky 6,2000,62
53,I'll Remember April,2000,61
54,Secrets of a Chambermaid,2000,-
55,Yup Yup Man,2000,
56,The Next Best Thing,2000,19
57,Rave,2000,100
58,Daddy Tell Me a Story...,2000,
59,My Dog Skip,2000,73
60,Mad About Mambo,2000,57
61,Trolösa,2000,
62,Nora,2000,64
63,Coping,2000,
64,Lennon,2000,
65,På fremmed mark,2000,
66,Luckytown,2000,21
67,More Dogs Than Bones,2000,57
68,Moskva,2000,
69,Blast,2000,55
70,Passion of Mind,2000,
71,Four Dogs Playing Poker,2000,41
72,Takedown,2000,56
73,Steal This Movie,2000,51
74,Respirar (Debaixo D'água),2000,
75,Lost Souls,2000,8
76,Rules of Engagement,2000,37
77,The Redemption,2000,
78,Red Dirt,2000,62
79,Train Ride,2000,-
80,Other Voices,2000,17
81,Cast Away,2000,89
82,What Lies Beneath,2000,-
83,Hanging Up,2000,12
84,The Operator,2000,45
85,Kasbah,2000,50
86,The Stonecutter,2000,-
87,Under Suspicion,2000,49
88,Bless the Child,2000,4
89,The In Crowd,2000,2
90,The Beach,2000,21
91,The Debut,2000,71
92,Across the Line,2000,62
93,Doomsday Man,2000,-
94,Black Sea 213,2000,-
95,When the Sky Falls,2000,20
96,The Giving Tree,2000,
97,The Girls' Room,2000,-
98,Aberdeen,2000,87
99,Dancer in the Dark,2000,70
100,Le birdwatcher,2000,
101,I Dreamed of Africa,2000,
102,Russkiy bunt,2000,
103,Tick Tock,2000,44
104,The Playaz Court,2000,29
105,Perfumed Garden: Tales of the Kama Sutra,2000,
106,Hjælp! Jeg er en fisk,2000,
107,A Better Way to Die,2000,37
108,Dark Summer,2000,29
109,Keeping the Faith,2000,69
110,Hamlet,2000,58
111,Prince of Central Park,2000,20
112,Tigerland,2000,77
113,Gladiator,2000,79
114,Bone,2000,57
115,Nurse Betty,2000,83
116,The Thundering 8th,2000,
117,Labor Pains,2000,0
118,Joe Gould's Secret,2000,
119,L.A.,2000,
120,The Magic of Marciano,2000,65
121,"6,000 Miles from Hollywood",2000,
122,Mirka,2000,-
123,Autumn in New York,2000,20
124,Just for the Time Being,2000,-
125,Hangman,2000,22
126,Building Bridges,2000,-
127,Gossip,2000,28
128,Sample People,2000,49
129,The Perfect Storm,2000,46
130,King of the Jungle,2000,22
131,Coronación,2000,
132,Once in the Life,2000,28
133,Sunset Strip,2000,49
134,"South of Heaven, West of Hell",2000,14
135,Icebreaker,2000,20
136,Rancid Aluminium,2000,8
137,Requiem for a Dream,2000,78
138,Quills,2000,75
139,Astoria,2000,33
140,Best,2000,
141,Födelsedagen,2000,
142,Bossa Nova,2000,
143,Traffic,2000,93
144,A Piece of Eden,2000,-
145,Esther Kahn,2000,54
146,Intrepid,2000,-
147,The Pavilion,2000,-
148,Pollock,2000,80
149,Everything's Jake,2000,83
150,Finding Forrester,2000,74
151,My Mother Frank,2000,58
152,Love Beat the Hell Outta Me,2000,-
153,Urbania,2000,73
154,Almost Famous,2000,89
155,Boiler Room,2000,66
156,Spanish Judges,2000,46
157,Les yeux brouillés,2000,
158,Undertaker's Paradise,2000,
159,Reindeer Games,2000,25
160,Diaries of Darkness,2000,
161,New Year's Day,2000,70
162,Toreros,2000,
163,A House by the Sea,2000,
164,The Guilty,2000,40
165,Highway Society,2000,
166,Frequency,2000,70
167,The Patriot,2000,62
168,Living the Life,2000,86
169,Down to You,2000,3
170,Wonder Boys,2000,81
171,Brooklyn Sonnet,2000,
172,Saint-Cyr,2000,
173,The Young Unknowns,2000,14
174,The Simian Line,2000,22
175,Bounce,2000,
176,Point Doom,2000,0
177,Fear of Fiction,2000,-
178,Price of Glory,2000,33
179,Pelon maantiede,2000,
180,Complicity,2000,50
181,Aliendog: Life as it is,2000,
182,Les fantômes des Trois Madeleine,2000,-
183,Catalina Trust,2000,-
184,Insatiable Wives,2000,-
185,Estorvo,2000,
186,Surrender,2000,22
187,Bad Faith,2000,0
188,Left Behind,2000,75
189,Shadow of the Vampire,2000,82
190,Wo hu cang long,2000,
191,Vatel,2000,31
192,28 Days,2000,33
193,The Skulls,2000,9
194,Vertical Limit,2000,49
195,Senke uspomena,2000,
196,A Raiz do Coração,2000,
197,Marlene,2000,-
198,Sand,2000,45
199,Circus,2000,9
200,Jim's Camera,2000,
201,La veuve de Saint-Pierre,2000,
202,No Alibi,2000,27
203,The Dancer,2000,68
204,Stardom,2000,42
205,Peixe-Lua,2000,
206,La carbonara,2000,-
207,Tierra del fuego,2000,
208,Badding,2000,49
209,A Shot at Glory,2000,67
210,"Hylätyt talot, autiot pihat",2000,
211,Panic,2000,91
212,Kanak Attack,2000,
213,Knockout,2000,-
214,Kin,2000,93
215,Un amor de Borges,2000,-
216,Total Loss,2000,-
217,The Right Temptation,2000,34
218,Newsbreak,2000,-
219,Erin Brockovich,2000,85
220,La donna falco,2000,
221,Here on Earth,2000,
222,Alone with a Stranger,2000,-
223,The Wrecking Crew,2000,95
224,Boesman and Lena,2000,-
225,Under Pressure,2000,46
226,Crime + Punishment in Suburbia,2000,
227,Detektor,2000,
228,Forever Lulu,2000,56
229,Loveblind,2000,-
230,Lush,2000,0
231,L'ombra del gigante,2000,
232,Lockdown,2000,58
233,What's Cooking?,2000,52
234,Partners in Crime,2000,17
235,Black Sea Raid,2000,
236,Wings of the Crow,2000,
237,Where the Heart Is,2000,35
238,Baby Luv,2000,-
239,After Sex,2000,5
240,Passion's Desire,2000,-
241,Gripsholm,2000,86
242,Lijmen/Het been,2000,
243,The Visit,2000,72
244,Preferisco il rumore del mare,2000,
245,Jill Rips,2000,11
246,Diamond Men,2000,81
247,Chuck & Buck,2000,84
248,Love & Basketball,2000,85
249,Manhattan Chase,2000,-
250,The Prophet's Game,2000,22
251,Stanley's Gig,2000,83
252,Tra(sgre)dire,2000,
253,Mambo Café,2000,65
254,Kuningas Hidas,2000,
255,Beautiful Joe,2000,60
256,Bad Luck Love,2000,-
257,Lakeuden kutsu,2000,
258,Coyote Ugly,2000,23
259,The Exchange,2000,-
260,The Last Producer,2000,33
261,Lost in the Pershing Point Hotel,2000,20
262,The House of Mirth,2000,82
263,True Rights,2000,-
264,The Golden Bowl,2000,54
265,A Rumor of Angels,2000,32
266,Whatever It Takes,2000,16
267,"L'amour, l'argent, l'amour",2000,
268,Tribulation,2000,
269,Der Krieger und die Kaiserin,2000,
270,No More Monkeys Jumpin' on the Bed,2000,-
271,You Can Count on Me,2000,95
272,The Alternate,2000,
273,Double Parked,2000,
274,Illicit Lovers,2000,-
275,The Way of the Gun,2000,46
276,L'invention de l'amour,2000,
277,Swimming,2000,74
278,Two Family House,2000,89
279,Greenfingers,2000,46
280,Animal Factory,2000,83
281,Faites comme si je n'étais pas là,2000,
282,Wilde mossels,2000,-
283,Boys and Girls,2000,11
284,Anna Wunder,2000,
285,Den bästa sommaren,2000,
286,The Dish,2000,96
287,Thomas and the Magic Railroad,2000,21
288,Tutto l'amore che c'è,2000,-
289,The Kaleidoscope,2000,
290,Sexy Beast,2000,87
291,Endsville,2000,
292,Men of Honor,2000,42
293,Pocetí mého mladsího bratra,2000,42
294,Something Sweet,2000,-
295,Tillsammans,2000,
296,La fidélité,2000,
297,The Watcher,2000,11
298,Ninja Mission 2000,2000,
299,Dubbel-8,2000,
300,Dr. T & the Women,2000,57
301,Camera Obscura,2000,43
302,A Sense of Entitlement,2000,
303,Blessed Art Thou,2000,-
304,The Summer of the Kavalcutes,2000,
305,Dos hermanos,2000,
306,The Man Who Cried,2000,35
307,Luck of the Draw,2000,-
308,Sirens of the Deep,2000,
309,Along for the Ride,2000,-
310,Sulla spiaggia e di là dal molo,2000,
311,Abschied - Brechts letzter Sommer,2000,
312,Family Jewels,2000,
313,The Miracle Maker,2000,86
314,Canone inverso - Making Love,2000,
315,Broke Even,2000,
316,Tolerância,2000,
317,Eine Hand Voll Gras,2000,
318,How to Kill Your Neighbor's Dog,2000,59
319,The King Is Alive,2000,60
320,Il partigiano Johnny,2000,
321,De ida y vuelta,2000,
322,Get Carter,2000,11
323,Here's to Life!,2000,-
324,"A Girl, Three Guys, and a Gun",2000,
325,After the Rain,2000,-
326,The Chaos Factor,2000,
327,No Taboo,2000,
328,Downtown 81,2000,79
329,King of the Korner,2000,
330,Desire,2000,-
331,Skipped Parts,2000,60
332,The Contender,2000,76
333,Gangster Number One,2000,
334,The Testimony of Taliesin Jones,2000,
335,Ginger Snaps,2000,90
