puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,id_pelicula
,6.1,Mircea Daneliuc,Mircea Daneliuc,"Young Doina has a car accident. In intensive care, the doctor, Vali, calls her time of death but discovers that the child she was carrying is still alive. Wishing to save its life, the doctor puts the mother on artificial life support.",93,Comedia,soapte de amor,tt0191476
,6.6,Luis Aller,"['Luis Aller', 'María José Garcia', 'María José García']","Passers-by is a constructivist, multiple, fragmented and cosmic film... a cinematographic Big Bang resulting from a thorough conception and edition work by Director Luis Aller. Passers-by exposes us to ephemeralness inside hundreds of human beings' lives in their particular evolutions, and allows us to watch them as though we open a wide window over the city of Barcel... Leer todo",94,Comedia,transeúntes,tt0346045
83,7.2,Peyton Reed,"['Edgar Wright', 'Joe Cornish', 'Adam Mc', 'Kay']",-,117,Comedia,ant-man,tt0478970
29,6.6,Jeremy Garelick,"['Jeremy Garelick', 'Jay Lavender']",-,101,Comedia,the wedding ringer,tt0884732
,-,Henry Secchiaroli,"['Henry Secchiaroli', 'Ermanno Simoncelli']",-,125,Comedia,gli sbancati 2,tt10090052
,5.4,Ly Hai,-,"When he discovers a fortune in diamonds in the jungle, a man must flee the criminal gang with the help of a chance acquaintance.",98,Comedia,lat mat,tt10118134
36,6.1,David Gordon Green,"['Rachel Boynton', 'Peter Straughan']",-,107,Comedia,our brand is crisis,tt1018765
-,2.5,Salar Shaikh,Sajan Agarwal,-,125,Comedia,hai golmaal in white house,tt10214908
,-,Neels Clasen,"['Neels Clasen', 'Hannes Brummer', 'Christopher Steenkamp']",-,99,Comedia,land of milk & money,tt10219162
,-,"['Scott Anderssen', 'James Caley']","['Draz De Marco', 'Muza Del Rey']",-,57,Comedia,a punny tale,tt10253878
,6.7,Chunze Dong,Chunze Dong,"Li Guofu and his son lean on each other for life support. Li is busy not only on looking for job and wife for the son, but also on leading a square dance team.",95,Comedia,quan neng jiong ba,tt10299856
83,-,Ying-Ting Tseng,"['Ying-Ting Tseng', 'Che-Kai Yang', 'Chun-Han Shih']","Trying to save his high school love from an unhappy marriage, Weida ask voice actor Wu for help. But their feelings might get in the way of their mission and start a hole new problem.",81,Comedia,double date,tt10307716
-,-,Barry Rivers,-,"Summer on Menorca. Young Olivia has lost all understanding for the world. She just ended an affair in order to begin a real relationship, but no sooner had it started than this also ends. She is comforted and receives prosaic advice from her sculptor mother Nuria. When retired advertisement filmmaker Fernando moves into their guesthouse, a fresh wind blows over the is... Leer todo",101,Comedia,isla bonita,tt10508112
78,6.3,Rob Letterman,"['Darren Lemke', 'Scott Alexander', 'Larry Karaszewski']",-,103,Comedia,goosebumps,tt1051904
,-,Piotr Matwiejczyk,Piotr Matwiejczyk,-,95,Comedia,gimbaza. gimby nie znajo!,tt10790004
,-,Piotr Matwiejczyk,Piotr Matwiejczyk,-,85,Comedia,welcome homo,tt10790626
81,7.3,Dexter Fletcher,"['Simon Kelton', 'Sean Macaulay']",-,106,Comedia,eddie the eagle,tt1083452
71,7.7,Raja Vannem Reddy,Rajendra Kumar,A professor adopts a dog who quickly becomes a member of the family and helps them during a pivotal moment in their lives.,105,Comedia,tommy,tt10857276
-,4.9,Jason P. Schumacher,"['Jason P. Schumacher', 'Wes Tank']","The Telephone Game is an indie drama/comedy about the chaos of trying to put a play together and about a relationship that develops amidst that chaos, between Marco the director, and Zelphia the lead actress.",93,Comedia,the telephone game,tt1090693
,7.0,Nina Frifelt,Christian Fuhlendorff,Fuhlendorff shares observations about becoming a family man.,95,Comedia,christian fuhlendorff: for at gøre en kort historie lang,tt10960410
,-,Simon Harris,"['Nick Clark', 'Simon Harris']",-,90,Comedia,flavian: essence of an idiot,tt10969324
,-,Cecilia Engels,Cecilia Engels,"The Bahian Nazaré goes to São Paulo for the first time to visit her brother Natanael, who has lived in the city for eight years. Natanael has a work-oriented lifestyle, while Nazaré lives a healthy relationship with people, nature and food. Gradually bringing his axé and growing food in the apartment, Nazaré germinates the transformation in the environment of Natanael... Leer todo",55,Comedia,apart horta,tt11016720
,6.7,Frank Lotito,"['Anjul Nigam', 'Paul Quinn', 'Gregory Scott Houghton']",-,102,Comedia,good ol' boy,tt1105355
,-,Louis Delisle,-,-,-,Comedia,mike ward le docu,tt11084634
,-,"['Gul Zaib Shakeel', 'Abis Zaidi']","['Nuzaira Imam', 'Gul Zaib Shakeel']","Nazar ke Samnay is the story of Saleem, a young mechanic living in the neighborhood of Burns Road. He has had a massive crush on Hanna since forever - forever being when she moved to the neighborhood four years ago. Hanna is an orphan living with her aged spinster Khala and hands down, the prettiest girl on the block. Saleem enjoys admiring Hanna from afar. He feels l... Leer todo",78,Comedia,nazar kay samnay,tt11117398
,-,Tran Trung Dung,Hà Anh Thu,-,85,Comedia,siêu quây lên chùa,tt11120720
,7.5,Feroz Kader,"['Feroz Kader', 'Syamnuriezmil']","Aleeya Azmeen willingly went to London with her boyfriend five years ago only to get dumped by him in the end. Things became worse when she was thrown out of London's college. Left with nothing, she had no choice but to return to Malaysia. But how will she explain what has happened to her family and friends? A fated meeting at Heaththrow airport with Zariel Daniel, wh... Leer todo",124,Comedia,suamiku encik perfect 10!,tt11199300
-,7.0,"['K.C. Amos', 'Dale Stelly']","['K.C. Amos', 'Dale Stelly']",-,-,Comedia,tamales and gumbo,tt1125931
-,-,Artem Markov,-,"Womanizer Stepan Frolov died a military hero. As an atheist, he is surprised to meet Peter and Paul at the gates. Before he can enter heaven, he has 15 final days on Earth to make at least one woman truly happy. However, three woman all set their sights on him, make his chances slimmer and slimmer.",-,Comedia,15 days,tt11272636
8,4.1,David O. Russell,"['Kristin Gore', 'Matt Silverstein', 'Dave Jeser']",-,100,Comedia,accidental love,tt1137470
,-,Ernie Brown,"['Ernie Brown', 'Damien Cates', 'Woofly Ham']",-,-,Comedia,the littlebigplanet movie,tt11409456
,3.7,Byeong-Ha No,Byeong-Ha No,-,85,Comedia,misyeon: tobseutaleul humchyeola,tt11433556
9,-,Swapan Saha,Manjil Bandyopadhyay,-,-,Comedia,cocktail,tt11437622
,-,"['Annamyrat Gurbanow', 'Wepa Isangulyyew']",Döwletgeldi Annamyradow,-,-,Comedia,bagta barýan ýollar,tt11537646
,-,Peter Watkins-Hughes,Peter Watkins-Hughes,"When a low-level cocaine dealer has his stash stolen and is forced into debt, he finds himself befriending a cocky and naive teenager to help pay off his overheads and shift a new batch of product.",-,Comedia,the good drug dealer,tt11618320
,6.1,Ardy Octaviand,"['Nataya Bagya', 'Ardy Octaviand']",Three men have something in common: womanizer and no respect for women. Their lives change when they meet with a woman who condemned their behavior. They search for redemption that brings them to the reality that they have never imagined.,86,Comedia,3 dara,tt11644582
,5.5,Cuk Fk,"['Dhamoo Punjabi', 'Eric Satyo']",The new detective has to investigate the affair of the husband from his boarding house's madam.,95,Comedia,komedi moderen gokil,tt11646346
,7.4,Fajar Bustomi,Cassandra Massardi,"Mae and Rendy celebrate their wedding anniversary. Rendy also wants to make a party for the good fortune of their family, but instead, Mae often ponders. He was ashamed because he was never doing prayer at all.",91,Comedia,99% muhrim: get married 5,tt11646086
,7.2,Raymond Handaya,"['Raymond Handaya', 'Away Martianto', 'Hilman Mutasi']","After rescuing a nursing home from bomb threats, Gito (Deddy Mahendra Desta) and Rojak (Judika Sihotang) became acquainted with Abdur (Abdur Arsyad). They met again when they were given the task of fostering prospective firefighters, under the leadership of Commander Dicky (Bucek Depp).",99,Comedia,si jago merah 2: air & api,tt11646308
,-,Nikesh Khadka,-,-,140,Comedia,zindagi rocks,tt11650960
54,7.0,Jean-Marc Vallée,Bryan Sipe,-,101,Comedia,demolition,tt1172049
46,6.4,Ken Kwapis,"['Michael Arndt', 'Bill Holderman', 'Bill Bryson']",-,104,Comedia,a walk in the woods,tt1178665
,-,Dmitriy Izmestev,-,"Alena, a nasty daughter of a rich businessman, is determined to study at a famous Berlin dance school. But this is not what her father dreams of, and Alena attempts to run away from home. Angry father threatens to marry her on a first comer and lays a condition: if a groom runs away in a week, there won't be any wedding Alena would go to Berlin. But if she leaves the ... Leer todo",94,Comedia,not a honeymoon,tt11811388
,6.0,Jeff Panacloc,Jeff Panacloc,-,-,Comedia,jeff panacloc perd le contrôle!,tt11924388
,7.7,Mike Restaino,Mike Restaino,"Five cousins gather at a drunken family reunion. They sing country songs about snack foods, deal with paranormal threats from a dead aunt with dubious fashion sense, and crack more fat jokes per minute of film than any movie in history.",91,Comedia,better than crazy,tt1193621
,6.7,Levent Kirca,Levent Kirca,-,100,Comedia,"sarhosum, gel beni al",tt11968164
27,-,Ricky Manson,Ricky Manson,"A recently single cynic takes on a childlike mute as a lodger to fill the void left by his recent breakup, and an unconventional friendship develops.",62,Comedia,phil,tt12070426
,-,Álex López,Álex López,-,79,Comedia,infames,tt12147964
36,4.9,Jamel Debbouze,"['Roy Lewis', 'Fred Fougea', 'Jean-Luc Fromental']",-,101,Comedia,pourquoi j'ai pas mangé mon père,tt1220911
,5.5,Alfredo Casero,-,-,78,Comedia,cha3dmubi,tt12216434
,-,Bernard Gonner,Eric Carrière,-,113,Comedia,les chevaliers du fiel - municipaux 2.0,tt12257518
65,6.5,Stephen Herek,"['David Paterson', 'Katherine Paterson']",12-year-old wisecracking Gilly Hopkins finds herself shuffled from foster home to foster home until she meets Maime Trotter.,99,Comedia,the great gilly hopkins,tt1226766
80,-,-,Metamorphosis,-,-,Comedia,the entertainer,tt12287474
86,6.1,G.J. Echternkamp,"['G.J. Echternkamp', 'Alex Holdridge']","G.J. Echternkamp tells the story of his relationship with his parents: his mother Cindy (Russo) and his stepfather Frank (Platt), who used to be a member of OXO, a 1980s band that scored a one-hit wonder with ""Whirly Girl."" Cindy was the ultimate groupie, who married Frank thinking life would be all glamour and award shows, but reality turned out differently.",102,Comedia,frank and cindy,tt1239242
,-,Maksim Voronkov,-,-,-,Comedia,kriminalnyy blyuz dlya saksofona,tt12398398
,-,-,Rob Lederman,"Rob Lederman has preformed with everyone from Jay Leno, Jim Carey, to Tim Allen, and Don Rickles. This is a celebration of Rob's 5,000th show. The proceeds of the night benefited Camp Good Days.",-,Comedia,"alone rob lederman 5,000 comedy show",tt12440580
20,5.4,Cameron Crowe,Cameron Crowe,-,105,Comedia,aloha,tt1243974
,7.8,Sanaa Akroud,Sanaa Akroud,"A Moroccan comedy about a prince whose mother tirelessly looks for a bride for him. As the prince gets embroiled in conflict with a girl called Nejma, he is shocked when Nejma turns out to be the bride his mother chose for him.",131,Comedia,scarabée des cendres,tt12458360
,-,Wanli Tang,-,"The film tells the story of the tall and handsome but weak and shy male Qiao Zijun, helplessly leading the accidentally deformed machine lover Max to pursue the young model Pan Xiaoyue, and get rid of Xiaoyue's girlfriend Chen Xi, who fights back bravely.",61,Comedia,worm max,tt12492660
-,-,Anil Vij,-,Three youngsters present a job opportunity that is too good to be true to a group of people in the village in order to make quick money and marry the women they love.,134,Comedia,jugaadi dot com,tt12496076
,-,Jaguar Lim,-,-,-,Comedia,zombies vs the lucky exorcist,tt12559716
-,-,"['Abraham Espinoza', 'Jerry Penalva']",Abraham Espinoza,"Five unemployed people tired of doing job interviews, start a journey with a micro-services/mini jobs company, and are willing to do whatever it takes to get a job.",100,Comedia,de lo que sea,tt12662826
,-,Ali Raza,Basit Naqvi,-,-,Comedia,bohat badi filam,tt12764842
-,6.0,Craig Richards,Mark Donnell,"With The endless availability of information over the internet, it has turned the business sour and dealerships are closing their doors nationwide. Now the sleazy car dogs are going to use any kinky way to fire up some sales by any means possible.",92,Comedia,extremely used cars: there is no hope,tt1276953
,4.8,Ghouse Peer,Ghouse Peer,"JK, an unemployed man, falls in love with Nandini, a lawyer. Everything in his life changes after he is mistaken for a serial killer.",135,Comedia,sharp shooter,tt12775338
,-,Carlo Ortega Cuevas,"['Dennis Bustamante', 'Carlo Ortega Cuevas', 'Stephanie Mayo']",-,-,Comedia,walang take two,tt13316464
,-,Sherri Lynn,Sherri Lynn,-,-,Comedia,the very funny church comedy show presents: together we laugh,tt13344452
,7.0,Undarmaa Gonchig,-,-,-,Comedia,single ladies 2,tt13416856
,-,-,-,Reparto principal,104,Comedia,penguin high 2,tt13417204
27,6.6,Wolfgang Becker,"['Wolfgang Becker', 'Daniel Kehlmann', 'Thomas Wendrich']","Young journalist Sebastian Zöllner is writing an article on artist Manuel Kaminski. Zöllner hopes that Kaminski dies soon, so that he can cash in on his article.",124,Comedia,ich und kaminski,tt1369667
,-,Victor Hugo Lopez,José Luis Vera,-,79,Comedia,dos compadres en apuros,tt13798648
,8.3,Víctor Miranda,José Luis Vera,-,102,Comedia,una familia de poca...,tt13819982
,-,J. Mandyam,J. Mandyam,"Ali is a struggling Indian actor who can only get stereotypical roles, but he thinks if he changes himself to what he perceives to be Hollywood ""norms"", he has a better chance of getting a role.",-,Comedia,the ali-wood shuffle,tt1381714
,7.4,Herdanius Larobu,Alitt Susanto,"Alitt, a best-selling author, who is always supported by his girlfriend, Wina. However, their relationship foundered because Wina complied with her mother's request. Until finally Alitt met Vivi.",90,Comedia,relationshit,tt13958028
,6.3,Dong-yeob Shin,Dong-yeob Shin,"Jung-jin is a criminal profiler and Yoo-min is a detective. They are called to the special investigation headquarter for a secret meeting, where they receive an order to take down the untouchable boss of a criminal organization.",104,Comedia,chi-oe-beob-gwon,tt13985940
,5.8,"['Jovial Da Lopez', 'Kemal Palevi']","['Jovial Da Lopez', 'Kemal Palevi']","Andovi posts hilarious clips of his brother Jovial's attempts to prove his love to Alexandra, propelling them both to online fame.",96,Comedia,youtubers,tt14008552
,-,Miguel Alejandro Gomez,Miguel Alejandro Gomez,-,95,Comedia,el cielo rojo 2,tt14108592
,-,Raj Mane,-,-,-,Comedia,gajab hera pheri,tt14152778
,-,Naoya Tashiro,Naoya Tashiro,"Having a pair of eyeballs shooting out of the nostrils runs in Kotaro's family. This dark secret has been haunting the otherwise attractive youth, with everyone making fun of his still-a-virgin status. There seems to be hope, though, when he gets to know coworker Naomi through notebook scribbles. A film about the road to self-acceptance and hilarious, goggle-eyed shen... Leer todo",78,Comedia,use the eyeballs!,tt14180292
,5.5,"['Aaron Warr', 'Joshua Zilm']","['The Warr Brothers', 'Aaron Warr']","A Midwest college student eager to pay for his tuition at a prestigious acting program in New York City. Abruptly, he ends up back home and turns a bet one Halloween into a lucrative career to pay for his tuition.",90,Comedia,college debts,tt1437370
,-,Heitters Díaz,Heitters Díaz,Eliezer is a violinist who does not find his inspiration and due to a family matter he has to take a trip.,-,Comedia,sonata del pajarillo,tt14404384
,7.1,-,"['Bill Corbett', 'Kevin Murphy', 'Michael J. Nelson']","Did you like Birdemic, but find yourself wishing it had focused less on the birds and more on stock options, dinner dates, and fifty percent discounts? Did you wish that Rod's friend who says ""A day without sex is a day wasted"" had been explored more as a character? Did you find Rod too charismatic and dynamic as a lead? Well spruce my bark beetles, this may just well... Leer todo",90,Comedia,rifftrax: julie and jack,tt14598938
,-,Xie Shenghao,Dan Ceng,Jun Jie and Xiao Yue have been together for almost 10 years. They made a pact to get married on their 10th anniversary. Now Jun Jie wants to break up. Xiao Yue agrees but with one condition. He has to find her a groom for the wedding.,92,Comedia,"come back, love",tt14744738
,-,Ahmet Arpaci,Ahmet Arpaci,-,-,Comedia,artiz okulu,tt14789952
,9.0,"['Tim Hawkins', 'Tim Hawkins']","['Tim Hawkins', 'Tim Hawkins']","Seriously, this DVD is absolute garbage - 90 minutes of fresh awful from Tim.",90,Comedia,tim hawkins: that's the worst,tt14938236
68,6.0,Oyefunke Fayoyin,"['Kehinde Joseph Omoto', 'Biodun Stephen']","Two very different couples are neighbours in the same apartment block. When they decide to sit down together and settle a few scores, secrets are uncovered and sparks begin to fly.",130,Comedia,the visit,tt15119398
53,6.2,John Goldschmidt,"['Jonathan Benson', 'Jez Freedman']",-,94,Comedia,dough,tt1517471
,-,Esteban Calderín,"['Esteban Calderín', 'Pepe Torres']",-,105,Comedia,crappy day,tt15196864
27,6.1,"['John Francis Daley', 'Jonathan Goldstein']","['Jonathan Goldstein', 'John Francis Daley', 'John Hughes']",-,99,Comedia,vacation,tt1524930
-,5.4,Chris Frieri,-,"The double life of Methodist minister's wife catches up to her, as her husband campaigns for Mayor in a small New Jersey town.",87,Comedia,sweet lorraine,tt1527837
,7.2,Jim Dickinson,Jim Dickinson,-,-,Comedia,rough and ready,tt1527829
30,6.2,Sean Anders,"['Brian Burns', 'Sean Anders', 'John Morris']",-,96,Comedia,daddy's home,tt1528854
,-,"['Jessy Oberding', 'Devon Oman', 'Jordan Tremain']",Devon Oman,"A group of friends throw a party on the prairies only to have it crashed by deadly gophers with no mercy. Together, they must fight to survive before they are overcome by these, thought to be, harmless rodents.",-,Comedia,gorephers,tt15463466
,-,"['Jerry Monkman', 'Devon Oman']","['Chris Martens', 'Devon Oman']",Watch as the Redneck Betties try to reach the #1 spot in roller derby.,57,Comedia,redneck betties: the movie,tt15501702
,2.7,Patrick Johnson,"['Patrick Johnson', 'Natalie Dickinson']",Shaquille has grown up below the radar and believes that his ticket to a better life lies in throwing a college party. All hell breaks loose as Shaq tries to fix the party--and his future.,90,Comedia,the high schoolers guide to college parties,tt1572506
,6.3,Earl Nanhu,Stephen Wallis,"Love, Guns & Christmas is a dark comedy about two men in the witness protection program. After a few years in hiding, they sneak back into town for Christmas to see their friends while dodging the mafia and the police whose protection they will lose if caught.",83,Comedia,"love, guns & christmas",tt1573475
32,4.9,Mikki del Monico,Mikki del Monico,"Two girls. One gun. The Mob. Because coming out to family is hard. But coming out to ""family"" is funny.",101,Comedia,alto,tt1577040
6,3.4,"['Trevor Wall', 'Lisa Ortiz']","['Malcolm T. Goldman', 'Steven Altiere', 'Daniel Altiere']",-,88,Comedia,norm of the north,tt1594972
89,7.8,"['Adam Mc', 'Kay']","['Charles Randolph', 'Adam Mc', 'Kay', 'Michael Lewis']",-,130,Comedia,the big short,tt1596363
,7.2,Guy Ritchie,"['Guy Ritchie', 'Lionel Wigram', 'Jeff Kleeman']",-,116,Comedia,the man from u.n.c.l.e.,tt1638355
,5.2,Alexandra Leclère,Alexandra Leclère,"An unusually cold winter forces the french government to push the best housed people to accommodate some poor fellow citizens. The decree called ""Le Grand Partage"" creates some trouble among the residents of a Paris upscale apartment block.",102,Comedia,le grand partage,tt1659611
73,6.4,Ari Sandel,"['Josh A. Cagan', 'Kody Keplinger']",-,101,Comedia,the duff,tt1666801
