,titulo,anio,puntuacion_rotten
0,A Moment of Silence,2000,
1,The Package,2000,42
2,The Extra,2000,43
3,In Between,2000,
4,Dinner,2000,
5,They Walk Among Us,2000,
6,"Love, Ltd.",2000,
7,Blutiger Ernst,2000,
8,Ruben,2000,
9,Divine Intervention,2000,81
10,Short,2000,
11,The Dancing Cow,2000,
12,Little Go Beep,2000,
13,Twitch,2000,
14,Damned If You Do,2000,
15,The Rules of Engagement,2000,
16,Dressing the Nelsons,2000,
17,Somewhere Else,2000,
18,Robot Love,2000,
19,Comm-Raid on the Potemkin,2000,
20,Maggie Moore,2000,
21,My Chorus,2000,
22,Above the Dust Level,2000,
23,Spoof! An Insider's Guide to Short Film Success,2000,
24,"Marisa, Where Art Thou?",2000,
25,The Window,2000,100
26,In God We Trust,2000,48
27,Little Sister,2000,94
28,What You Lookin' at,2000,
29,Titler,2000,
30,Night Deposit,2000,
31,Bit Players,2000,-
32,The Bus Stop,2000,
33,Poketto monsutâ: Pichû to Pikachû,2000,
34,A Suspeita,2000,
35,Self Storage,2000,5
36,Thumbtanic,2000,
37,Dolman 2000,2000,
38,Rejected,2000,
39,Kid Quick,2000,
40,He's the One,2000,
41,H.R. Pukenshette,2000,
42,Kovat miehet,2000,
43,Bsss,2000,
44,Hoverboy,2000,
45,Where's Charlie?,2000,
46,Yksityisetsivän tytär,2000,
47,"Men Named Milo, Women Named Greta",2000,
48,It's a Shame About Ray,2000,-
49,Film Club,2000,
50,The Artist's Circle,2000,
51,G.,2000,
52,He Bop,2000,
53,Last Mistake,2000,
54,Cursed Part 3,2000,
55,uristen@menny.hu,2000,
56,The Last American Virgin,2000,77
57,This Guy Is Falling,2000,
58,Bone,2000,57
59,Le nombril de l'univers,2000,
60,The Closet,2000,85
61,For the Birds,2000,88
62,Karaoke King,2000,
63,Les éléphants de la planète Mars,2000,
64,Dinner for Two,2000,
65,"Lights, Camera, War!",2000,
66,Billy Jones,2000,
67,La promesse,2000,
68,Ghost of Stephen Foster,2000,
69,Hotline,2000,57
70,Food Code,2000,
71,Kog-Head and Meatus,2000,
72,Thirsty,2000,
73,El figurante,2000,
74,Crush,2000,36
75,Miss Blindsight: The Wingwall Auditions,2000,
76,À bras raccourcis,2000,
77,Vigilante,2000,
78,Dum,2000,41
79,Edwurd Fudwupper Fibbed Big,2000,
80,Morituri Te Salutant,2000,
81,Megalomania,2000,
82,The Last Real Cowboys,2000,
83,Mabrouk Again,2000,
84,Rita va al supermercado,2000,
85,405,2000,
86,StarGeeks,2000,
87,New Neighbours,2000,
88,"Tex, the Passive-Aggressive Gunslinger",2000,
89,King's Ransom,2000,2
90,Faux contact,2000,
91,Dick and Maria,2000,
92,Seraglio,2000,
93,Escape Back to the Movies,2000,
94,The Workshop Junkie,2000,
95,The Box,2000,43
96,The SharkTank Redemption,2000,
97,David Nelson Live,2000,
98,Strawberry Flavour,2000,
99,Walking on the Wild Side,2000,
100,"Hello, Dolly!",2000,45
101,Virgin Larry,2000,
102,The Unbreakable Likeness of Lincoln,2000,
103,J'peux pas dormir...,2000,
104,The Right Hook,2000,
105,Zitlover,2000,
106,Hank and Mike,2000,53
107,Leunig: Tricks,2000,
108,Catch of the Day,2000,
109,Triedro,2000,
110,Uit!,2000,
111,Gate,2000,
112,Boundaries,2000,49
113,Cast,2000,
114,15 días,2000,
115,The Manipulators,2000,
116,Pacifier,2000,
117,Speed for Thespians,2000,
118,Old Man,2000,63
119,Tempting Fate,2000,20
120,The Final Days,2000,75
121,The Upgrade,2000,
122,Just Say No,2000,
123,Das Taschenorgan,2000,
124,Hundred Percent,2000,-
125,Oliver i Olivera,2000,
126,Shelf Life,2000,
127,Pena za brijanje,2000,
128,Talk to Taka,2000,
129,La télévision,2000,
130,Cops on the Edge: Episode 89,2000,
131,Tripping the Rift,2000,
132,BMW Vermelho,2000,
133,Hungry,2000,
134,Tom Luvs Maeve 4-Ever,2000,
135,Noticias para Nerds,2000,
136,Roy,2000,0
137,Moosh,2000,
138,GoodNight Ladies,2000,
139,Postales de la India,2000,
140,Super Duper,2000,
141,Eventual Wife,2000,
142,New Apartment.,2000,
143,Freud and Darwin Sitting in a Tree,2000,
144,Maxwell,2000,
145,Musik hat ihn kaputt gemacht,2000,
146,9mm of Love,2000,
147,You'll Do,2000,
148,Hidden,2000,
149,Her Urge,2000,
150,Xxxposed,2000,
151,Cedula ciudadano,2000,
152,A Clockwork Maury,2000,
153,The Bare Hick Project,2000,
154,Marcie's Dowry,2000,
155,Borderland,2000,100
156,Vomi d'amour,2000,
157,Parallellogram,2000,
158,The Byrds,2000,
159,The Suicidal Dog,2000,
160,Soul Patrol,2000,
161,Staplerfahrer Klaus - Der erste Arbeitstag,2000,
162,Krasna Amerika,2000,
163,Five Wishes,2000,
164,Asian Pride Porn,2000,
165,Yaourts mystiques,2000,
166,La firma,2000,
167,Dinky Menace,2000,
168,Molt fràgil,2000,
169,Lez Be Friends,2000,
170,The Terms,2000,
171,En malas compañías,2000,
172,Cero en conciencia,2000,
173,Backward Writing,2000,
174,All My Ties,2000,
175,Horror,2000,51
176,O Cabeça de Copacabana,2000,
177,Almas em Chamas,2000,
178,Team Boy,2000,
179,Bobby's Whore,2000,
180,Toilet Lesson,2000,
181,The Joint Effort,2000,
182,Célia & Rosita,2000,
183,You Can't Dance,2000,
184,Causes,2000,
185,Any Given Wednesday,2000,
186,Software,2000,
187,Fast Food,2000,41
188,Heart of Gold,2000,-
189,Hot Dog,2000,
190,Rattler,2000,
191,No Vladimir,2000,
192,Camping with Camus,2000,
193,Looking for Lois,2000,
194,Killer Bean 2: The Party,2000,
195,Stubble Trouble,2000,
196,Coolockland,2000,
197,Kidnap,2000,35
198,1300cc,2000,
199,Emmerich,2000,
200,The Man Who Had Enough,2000,
201,Der Bombenkönig,2000,
202,Things You Don't Know,2000,
203,Flowers for Adrienne,2000,
204,Rhapsody in Blue,2000,33
205,The Dog Has Worms,2000,
206,American Beauty Pie,2000,
207,The Disintegration of a Boy Band,2000,
208,Ethel's Sofa,2000,
209,Joan,2000,
210,Yoorinal,2000,
211,Jennifer Monroe P.I.,2000,
212,Piero no hohoemi,2000,
213,Pee Shy,2000,
214,Clase z tropical,2000,
215,Hojin,2000,
216,"Nu, pogodi!",2000,
217,Je mange le chat,2000,
218,Little Samurai,2000,
219,Sakkaa yarouze!,2000,
220,Gropen,2000,
221,Swirlee,2000,
222,The Decisive Moment,2000,
223,Sidesplitters: The Burt & Dick Story,2000,
224,Noël et les garçons,2000,
225,Speed,2000,95
226,L'alexandrophagie,2000,
227,Detroit Jewel,2000,
228,Le truc,2000,
229,Hold Me with Your Robot Hand,2000,
230,La duda,2000,
231,Atraco en la gran final,2000,
232,Dame otro final,2000,
233,Farol,2000,
234,La cartera,2000,
235,Chega de Cangaço,2000,
236,El desierto español,2000,
237,Alberto,2000,
238,Embrasse-moi!,2000,
239,Fast Food,2000,41
240,Idilio,2000,
241,Pasaporte,2000,
242,Garbanzos,2000,
243,Los hombres envejecen pero no maduran,2000,
244,Nico & Parker,2000,
245,Nut House,2000,
246,Qué puta es mi hermana,2000,
247,Las palabras y las cosas,2000,
248,La trompeta de Vanesa,2000,
249,¿Qué hay de postre?,2000,
